author_id,dist
1525,"[0.18292682926829268, 0.14227642276422764, 0.022357723577235773, 0.19410569105691056, 0.0020325203252032522, 0.4563008130081301]"
1825,"[0.2159827213822894, 0.46652267818574517, 0.01511879049676026, 0.0064794816414686825, 0.0, 0.2958963282937365]"
35,"[0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666]"
2861,"[0.3155080213903743, 0.0142602495543672, 0.0213903743315508, 0.1140819964349376, 0.0017825311942959, 0.5329768270944741]"
2587,"[0.030303030303030304, 0.09090909090909091, 0.015151515151515152, 0.7121212121212122, 0.0, 0.15151515151515152]"
706,"[0.4405705229793978, 0.013206550449022716, 0.24247226624405704, 0.01162176439513999, 0.0, 0.29212889593238245]"
99,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2016,"[0.8380952380952381, 0.02857142857142857, 0.009523809523809525, 0.023809523809523808, 0.004761904761904762, 0.09523809523809523]"
471,"[0.22715404699738903, 0.05483028720626632, 0.02610966057441253, 0.015665796344647518, 0.07571801566579635, 0.6005221932114883]"
962,"[0.5208333333333334, 0.052083333333333336, 0.15625, 0.0, 0.0, 0.2708333333333333]"
3433,"[0.0, 0.01567398119122257, 0.9592476489028213, 0.0, 0.0, 0.025078369905956112]"
2927,"[0.007751937984496124, 0.003875968992248062, 0.5813953488372093, 0.0, 0.027131782945736434, 0.3798449612403101]"
1966,"[0.08588957055214724, 0.15184049079754602, 0.0950920245398773, 0.06288343558282208, 0.03067484662576687, 0.5736196319018405]"
1168,"[0.2677165354330709, 0.06299212598425197, 0.0, 0.0, 0.03937007874015748, 0.6299212598425197]"
357,"[0.11173184357541899, 0.008379888268156424, 0.0, 0.0, 0.10335195530726257, 0.776536312849162]"
2504,"[0.3821138211382114, 0.016260162601626018, 0.3048780487804878, 0.008130081300813009, 0.0, 0.2886178861788618]"
2924,"[0.10576923076923077, 0.03125, 0.04567307692307692, 0.009615384615384616, 0.01201923076923077, 0.7956730769230769]"
463,"[0.05429864253393665, 0.013574660633484163, 0.27601809954751133, 0.004524886877828055, 0.04072398190045249, 0.6108597285067874]"
527,"[0.1111111111111111, 0.0380952380952381, 0.1111111111111111, 0.012698412698412698, 0.07936507936507936, 0.6476190476190476]"
732,"[0.04293381037567084, 0.07513416815742398, 0.05008944543828265, 0.334525939177102, 0.025044722719141325, 0.47227191413237923]"
3134,"[0.0013089005235602095, 0.0, 0.768324607329843, 0.0, 0.003926701570680628, 0.22643979057591623]"
1789,"[0.37209302325581395, 0.04528763769889841, 0.0036719706242350062, 0.004895960832313341, 0.022031823745410038, 0.5520195838433293]"
2411,"[0.2, 0.0, 0.0, 0.0, 0.0, 0.8]"
2972,"[0.017817371937639197, 0.013363028953229399, 0.3741648106904232, 0.0, 0.015590200445434299, 0.579064587973274]"
1813,"[0.43902439024390244, 0.006097560975609756, 0.0975609756097561, 0.0, 0.0, 0.4573170731707317]"
2636,"[0.546742209631728, 0.0, 0.0, 0.0, 0.0, 0.45325779036827196]"
2385,"[0.07766990291262135, 0.04854368932038835, 0.019417475728155338, 0.0, 0.0, 0.8543689320388349]"
1918,"[0.7796610169491526, 0.0, 0.0, 0.0, 0.0, 0.22033898305084745]"
2501,"[0.19190140845070422, 0.11091549295774648, 0.08626760563380281, 0.01936619718309859, 0.01232394366197183, 0.579225352112676]"
485,"[0.061, 0.0315, 0.502, 0.0005, 0.0645, 0.3405]"
2720,"[0.0, 0.27294685990338163, 0.028985507246376812, 0.0, 0.004830917874396135, 0.6932367149758454]"
3169,"[0.22145328719723184, 0.010380622837370242, 0.27335640138408307, 0.01384083044982699, 0.0, 0.4809688581314879]"
1543,"[0.05555555555555555, 0.0, 0.0, 0.4012345679012346, 0.037037037037037035, 0.5061728395061729]"
266,"[0.16393442622950818, 0.18579234972677597, 0.07103825136612021, 0.0, 0.01092896174863388, 0.5683060109289617]"
1358,"[0.0, 0.0, 0.983739837398374, 0.0, 0.008130081300813009, 0.008130081300813009]"
3540,"[0.03254274682846112, 0.06839492553778267, 0.0, 0.0, 0.1969111969111969, 0.7021511307225593]"
2190,"[0.2106430155210643, 0.29490022172949004, 0.19068736141906872, 0.0, 0.0, 0.30376940133037694]"
655,"[0.058823529411764705, 0.04201680672268908, 0.01680672268907563, 0.008403361344537815, 0.0, 0.8739495798319328]"
2220,"[0.25096525096525096, 0.1138996138996139, 0.007722007722007722, 0.02895752895752896, 0.021235521235521235, 0.5772200772200772]"
78,"[0.6417910447761194, 0.05970149253731343, 0.04477611940298507, 0.0, 0.0, 0.2537313432835821]"
2223,"[0.08298755186721991, 0.08022130013831259, 0.0027662517289073307, 0.009681881051175657, 0.005532503457814661, 0.8188105117565698]"
2729,"[0.043859649122807015, 0.19298245614035087, 0.008771929824561403, 0.22807017543859648, 0.09649122807017543, 0.4298245614035088]"
288,"[0.0784313725490196, 0.0, 0.0, 0.0, 0.0196078431372549, 0.9019607843137255]"
1038,"[0.17647058823529413, 0.04411764705882353, 0.0, 0.0, 0.0, 0.7794117647058824]"
1559,"[0.24468085106382978, 0.031914893617021274, 0.005319148936170213, 0.1702127659574468, 0.05851063829787234, 0.48936170212765956]"
3548,"[0.788235294117647, 0.047058823529411764, 0.07058823529411765, 0.0, 0.0, 0.09411764705882353]"
1056,"[0.04, 0.005714285714285714, 0.0, 0.0, 0.0, 0.9542857142857143]"
1536,"[0.6190476190476191, 0.11904761904761904, 0.023809523809523808, 0.0, 0.0, 0.23809523809523808]"
1795,"[0.17381974248927037, 0.27682403433476394, 0.03755364806866953, 0.027896995708154508, 0.019313304721030045, 0.4645922746781116]"
369,"[0.0, 0.025974025974025976, 0.0, 0.0, 0.3116883116883117, 0.6623376623376623]"
1196,"[0.0, 0.0, 0.4125, 0.00625, 0.03125, 0.55]"
3003,"[0.6071428571428571, 0.03571428571428571, 0.08571428571428572, 0.014285714285714285, 0.05, 0.20714285714285716]"
2952,"[0.014705882352941176, 0.0, 0.0, 0.014705882352941176, 0.0, 0.9705882352941176]"
2960,"[0.40046838407494145, 0.06323185011709602, 0.21779859484777517, 0.1405152224824356, 0.053864168618266976, 0.12412177985948478]"
2389,"[0.004344677769732078, 0.13432295438088343, 0.03548153511947864, 0.3153511947863867, 0.000724112961622013, 0.5097755249818972]"
1604,"[0.023809523809523808, 0.09523809523809523, 0.14285714285714285, 0.0, 0.023809523809523808, 0.7142857142857143]"
1533,"[0.026881720430107527, 0.0, 0.2903225806451613, 0.0, 0.0, 0.6827956989247311]"
3135,"[0.0, 0.078125, 0.046875, 0.0, 0.0625, 0.8125]"
1868,"[0.0, 0.02181818181818182, 0.10363636363636364, 0.0, 0.056363636363636366, 0.8181818181818182]"
30,"[0.54, 0.03, 0.0, 0.0, 0.0, 0.43]"
824,"[0.8577202910266775, 0.012126111560226353, 0.004042037186742118, 0.019401778496362168, 0.007275666936135812, 0.09943411479385611]"
845,"[0.016129032258064516, 0.20161290322580644, 0.03225806451612903, 0.024193548387096774, 0.04838709677419355, 0.6774193548387096]"
1198,"[0.11641791044776119, 0.08059701492537313, 0.0, 0.0, 0.0029850746268656717, 0.8]"
715,"[0.001838235294117647, 0.03125, 0.1213235294117647, 0.0, 0.23897058823529413, 0.6066176470588235]"
452,"[0.0, 0.0, 0.25, 0.3, 0.0, 0.45]"
2758,"[0.0, 0.22549019607843138, 0.0392156862745098, 0.35294117647058826, 0.0, 0.38235294117647056]"
523,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
885,"[0.38839285714285715, 0.08928571428571429, 0.0, 0.0, 0.0, 0.5223214285714286]"
2438,"[0.29172932330827067, 0.04962406015037594, 0.01804511278195489, 0.006015037593984963, 0.010526315789473684, 0.6240601503759399]"
1290,"[0.1951219512195122, 0.04878048780487805, 0.3902439024390244, 0.04878048780487805, 0.0, 0.3170731707317073]"
2007,"[0.23529411764705882, 0.0392156862745098, 0.058823529411764705, 0.17647058823529413, 0.0, 0.49019607843137253]"
2282,"[0.19298245614035087, 0.02631578947368421, 0.02631578947368421, 0.02631578947368421, 0.0, 0.7280701754385965]"
240,"[0.014645308924485127, 0.04988558352402746, 0.7386727688787186, 0.004118993135011442, 0.057665903890160186, 0.13501144164759726]"
197,"[0.0024449877750611247, 0.009779951100244499, 0.3545232273838631, 0.0, 0.0, 0.6332518337408313]"
36,"[0.36857624262847516, 0.22451558550968828, 0.14406065711878685, 0.04380791912384162, 0.014743049705139006, 0.2042965459140691]"
2021,"[0.02564102564102564, 0.008547008547008548, 0.01282051282051282, 0.32905982905982906, 0.26495726495726496, 0.358974358974359]"
2158,"[0.2231404958677686, 0.06198347107438017, 0.07851239669421488, 0.19421487603305784, 0.10330578512396695, 0.33884297520661155]"
2993,"[0.6712328767123288, 0.0273972602739726, 0.0639269406392694, 0.0, 0.0, 0.2374429223744292]"
2014,"[0.029787234042553193, 0.09148936170212765, 0.29148936170212764, 0.05106382978723404, 0.01276595744680851, 0.5234042553191489]"
3027,"[0.2537313432835821, 0.19402985074626866, 0.07462686567164178, 0.08955223880597014, 0.0, 0.3880597014925373]"
216,"[0.1875, 0.5178571428571429, 0.0, 0.008928571428571428, 0.0, 0.2857142857142857]"
582,"[0.0, 0.0, 0.0, 0.22784810126582278, 0.0, 0.7721518987341772]"
980,"[0.0, 0.5692307692307692, 0.07692307692307693, 0.0, 0.0, 0.35384615384615387]"
2123,"[0.19230769230769232, 0.029914529914529916, 0.0, 0.4358974358974359, 0.004273504273504274, 0.33760683760683763]"
2280,"[0.22580645161290322, 0.04838709677419355, 0.0, 0.016129032258064516, 0.0, 0.7096774193548387]"
1971,"[0.11614730878186968, 0.1388101983002833, 0.22662889518413598, 0.0226628895184136, 0.19263456090651557, 0.3031161473087819]"
1377,"[0.03184713375796178, 0.01910828025477707, 0.15286624203821655, 0.0, 0.06369426751592357, 0.732484076433121]"
3030,"[0.21923076923076923, 0.11538461538461539, 0.007692307692307693, 0.2423076923076923, 0.011538461538461539, 0.40384615384615385]"
3136,"[0.10490463215258855, 0.14032697547683923, 0.37329700272479566, 0.020435967302452316, 0.04904632152588556, 0.3119891008174387]"
1781,"[0.21224489795918366, 0.004081632653061225, 0.061224489795918366, 0.0, 0.07346938775510205, 0.6489795918367347]"
2517,"[0.42587601078167114, 0.1078167115902965, 0.016172506738544475, 0.025606469002695417, 0.009433962264150943, 0.41509433962264153]"
3455,"[0.30178571428571427, 0.026785714285714284, 0.017857142857142856, 0.2, 0.060714285714285714, 0.39285714285714285]"
1133,"[0.6950354609929078, 0.002364066193853428, 0.0, 0.0070921985815602835, 0.0, 0.29550827423167847]"
32,"[0.13527054108216433, 0.06012024048096192, 0.002004008016032064, 0.028056112224448898, 0.3066132264529058, 0.467935871743487]"
744,"[0.024478041756659467, 0.005759539236861051, 0.8077753779697624, 0.0, 0.005759539236861051, 0.156227501799856]"
2129,"[0.17333333333333334, 0.0, 0.4866666666666667, 0.10666666666666667, 0.0, 0.23333333333333334]"
3505,"[0.07480314960629922, 0.10236220472440945, 0.007874015748031496, 0.2047244094488189, 0.0, 0.610236220472441]"
117,"[0.0, 0.25, 0.0, 0.0, 0.25, 0.5]"
871,"[0.48982785602503914, 0.06259780907668232, 0.0, 0.0, 0.0594679186228482, 0.38810641627543035]"
3536,"[0.5818181818181818, 0.045454545454545456, 0.0, 0.0, 0.0, 0.37272727272727274]"
2098,"[0.0, 0.03225806451612903, 0.5806451612903226, 0.0, 0.16129032258064516, 0.22580645161290322]"
3127,"[0.05319148936170213, 0.029787234042553193, 0.04893617021276596, 0.7425531914893617, 0.027659574468085105, 0.09787234042553192]"
600,"[0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.9285714285714286]"
1569,"[0.02857142857142857, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.9428571428571428]"
1404,"[0.5991379310344828, 0.004310344827586207, 0.01293103448275862, 0.0, 0.06465517241379311, 0.31896551724137934]"
384,"[0.0, 0.012396694214876033, 0.7024793388429752, 0.008264462809917356, 0.07024793388429752, 0.2066115702479339]"
3217,"[0.27896341463414637, 0.028963414634146343, 0.057926829268292686, 0.06097560975609756, 0.01676829268292683, 0.5564024390243902]"
3250,"[0.11862068965517242, 0.07586206896551724, 0.07586206896551724, 0.006896551724137931, 0.04275862068965517, 0.68]"
720,"[0.5555555555555556, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444]"
834,"[0.026785714285714284, 0.03571428571428571, 0.0, 0.044642857142857144, 0.0, 0.8928571428571429]"
2726,"[0.013527575442247659, 0.014568158168574402, 0.08116545265348596, 0.11654526534859522, 0.5889698231009365, 0.18522372528616024]"
1022,"[0.0, 0.391304347826087, 0.0, 0.043478260869565216, 0.0, 0.5652173913043478]"
1089,"[0.18115942028985507, 0.0, 0.13768115942028986, 0.028985507246376812, 0.18115942028985507, 0.47101449275362317]"
2116,"[0.00796812749003984, 0.0099601593625498, 0.09760956175298804, 0.00398406374501992, 0.23107569721115537, 0.649402390438247]"
177,"[0.022130013831258646, 0.0, 0.006915629322268326, 0.02627939142461964, 0.7869986168741355, 0.15767634854771784]"
2204,"[0.4444444444444444, 0.30718954248366015, 0.1437908496732026, 0.0, 0.0, 0.10457516339869281]"
265,"[0.044444444444444446, 0.05277777777777778, 0.075, 0.008333333333333333, 0.058333333333333334, 0.7611111111111111]"
848,"[0.015463917525773196, 0.14948453608247422, 0.0, 0.08762886597938144, 0.5567010309278351, 0.19072164948453607]"
656,"[0.07547169811320754, 0.41509433962264153, 0.018867924528301886, 0.0, 0.009433962264150943, 0.4811320754716981]"
2779,"[0.08029197080291971, 0.2737226277372263, 0.032846715328467155, 0.025547445255474453, 0.01824817518248175, 0.5693430656934306]"
2602,"[0.25, 0.05172413793103448, 0.034482758620689655, 0.02586206896551724, 0.008620689655172414, 0.6293103448275862]"
1483,"[0.014492753623188406, 0.0, 0.5507246376811594, 0.14492753623188406, 0.057971014492753624, 0.2318840579710145]"
1420,"[0.08974358974358974, 0.22435897435897437, 0.21153846153846154, 0.00641025641025641, 0.04487179487179487, 0.4230769230769231]"
1839,"[0.0, 0.0, 0.6410256410256411, 0.02564102564102564, 0.02564102564102564, 0.3076923076923077]"
1800,"[0.125, 0.07407407407407407, 0.18055555555555555, 0.004629629629629629, 0.2962962962962963, 0.3194444444444444]"
3132,"[0.07958477508650519, 0.03460207612456748, 0.14186851211072665, 0.08304498269896193, 0.0034602076124567475, 0.657439446366782]"
1121,"[0.19730941704035873, 0.08520179372197309, 0.0, 0.01569506726457399, 0.002242152466367713, 0.6995515695067265]"
89,"[0.044444444444444446, 0.005291005291005291, 0.19576719576719576, 0.0, 0.0, 0.7544973544973544]"
3624,"[0.14255765199161424, 0.17295597484276728, 0.008385744234800839, 0.31761006289308175, 0.005241090146750524, 0.3532494758909853]"
2335,"[0.02403846153846154, 0.028846153846153848, 0.004807692307692308, 0.0, 0.009615384615384616, 0.9326923076923077]"
1445,"[0.03305785123966942, 0.02809917355371901, 0.8049586776859504, 0.0, 0.011570247933884297, 0.12231404958677686]"
761,"[0.09018567639257294, 0.29442970822281167, 0.2440318302387268, 0.0, 0.0, 0.3713527851458886]"
1455,"[0.6, 0.2, 0.0, 0.0, 0.0, 0.2]"
1243,"[0.02147766323024055, 0.018900343642611683, 0.6237113402061856, 0.0, 0.08676975945017182, 0.24914089347079038]"
3187,"[0.0, 0.0, 0.9864864864864865, 0.0, 0.0, 0.013513513513513514]"
374,"[0.02383654937570942, 0.08740068104426787, 0.04199772985244041, 0.3132803632236095, 0.02724177071509648, 0.5062429057888763]"
797,"[0.741263440860215, 0.021505376344086023, 0.038306451612903226, 0.004032258064516129, 0.0006720430107526882, 0.19422043010752688]"
2100,"[0.6927710843373494, 0.0, 0.16265060240963855, 0.0, 0.0, 0.14457831325301204]"
1752,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.2777777777777778, 0.0, 0.3888888888888889]"
3151,"[0.358974358974359, 0.02564102564102564, 0.02564102564102564, 0.0, 0.0, 0.5897435897435898]"
559,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2839,"[0.04467805519053877, 0.06438896189224705, 0.03679369250985545, 0.01445466491458607, 0.0328515111695138, 0.8068331143232589]"
623,"[0.6711711711711712, 0.07207207207207207, 0.13063063063063063, 0.04954954954954955, 0.0, 0.07657657657657657]"
1334,"[0.03165735567970205, 0.04655493482309125, 0.62756052141527, 0.01303538175046555, 0.0037243947858473, 0.2774674115456238]"
2959,"[0.17073170731707318, 0.00975609756097561, 0.16097560975609757, 0.0, 0.004878048780487805, 0.6536585365853659]"
540,"[0.010067114093959731, 0.11409395973154363, 0.0436241610738255, 0.0, 0.0, 0.8322147651006712]"
2760,"[0.011869436201780416, 0.011869436201780416, 0.0, 0.08902077151335312, 0.0, 0.887240356083086]"
2251,"[0.04296875, 0.15625, 0.1640625, 0.0, 0.0, 0.63671875]"
2352,"[0.07368421052631578, 0.028070175438596492, 0.06666666666666667, 0.14385964912280702, 0.031578947368421054, 0.656140350877193]"
3410,"[0.033816425120772944, 0.014492753623188406, 0.0, 0.12560386473429952, 0.5458937198067633, 0.28019323671497587]"
1712,"[0.005188067444876783, 0.7522697795071336, 0.040207522697795074, 0.020752269779507133, 0.05966277561608301, 0.1219195849546044]"
749,"[0.014893617021276596, 0.006382978723404255, 0.3893617021276596, 0.04893617021276596, 0.14042553191489363, 0.4]"
3282,"[0.0625, 0.011029411764705883, 0.5098039215686274, 0.09191176470588236, 0.0428921568627451, 0.2818627450980392]"
159,"[0.07142857142857142, 0.0, 0.42857142857142855, 0.0, 0.0, 0.5]"
3014,"[0.7474452554744525, 0.05401459854014599, 0.09635036496350365, 0.00291970802919708, 0.010218978102189781, 0.08905109489051095]"
2738,"[0.057692307692307696, 0.0, 0.038461538461538464, 0.02564102564102564, 0.391025641025641, 0.48717948717948717]"
907,"[0.014285714285714285, 0.14285714285714285, 0.2571428571428571, 0.014285714285714285, 0.0, 0.5714285714285714]"
1351,"[0.05116959064327485, 0.14181286549707603, 0.15058479532163743, 0.059941520467836254, 0.04532163742690058, 0.5511695906432749]"
3504,"[0.0, 0.0, 0.6578947368421053, 0.0, 0.0, 0.34210526315789475]"
1120,"[0.016643550624133148, 0.08044382801664356, 0.0027739251040221915, 0.056865464632454926, 0.020804438280166437, 0.8224687933425797]"
592,"[0.7580843225542366, 0.007367990176013099, 0.08841588211215719, 0.002046663937781416, 0.001637331150225133, 0.14244781006958657]"
2725,"[0.0021231422505307855, 0.2951167728237792, 0.10191082802547771, 0.021231422505307854, 0.01910828025477707, 0.5605095541401274]"
3232,"[0.08124253285543608, 0.15651135005973715, 0.1935483870967742, 0.010752688172043012, 0.07048984468339307, 0.4874551971326165]"
1093,"[0.06818181818181818, 0.030303030303030304, 0.15151515151515152, 0.022727272727272728, 0.16666666666666666, 0.5606060606060606]"
3349,"[0.08982584784601283, 0.05957836846929423, 0.25114573785517874, 0.1310724106324473, 0.012832263978001834, 0.4555453712190651]"
2336,"[0.14676889375684557, 0.002190580503833516, 0.08433734939759036, 0.016976998904709748, 0.12322015334063527, 0.6265060240963856]"
2428,"[0.023255813953488372, 0.10465116279069768, 0.2558139534883721, 0.1744186046511628, 0.0, 0.4418604651162791]"
2744,"[0.021164021164021163, 0.13051146384479717, 0.01763668430335097, 0.10934744268077601, 0.02821869488536155, 0.6931216931216931]"
1749,"[0.11221122112211221, 0.18151815181518152, 0.10561056105610561, 0.009900990099009901, 0.2376237623762376, 0.35313531353135313]"
3154,"[0.0, 0.1590909090909091, 0.4318181818181818, 0.18181818181818182, 0.0, 0.22727272727272727]"
2228,"[0.03260869565217391, 0.13043478260869565, 0.05434782608695652, 0.06521739130434782, 0.010869565217391304, 0.7065217391304348]"
2997,"[0.1875, 0.25, 0.01171875, 0.078125, 0.0234375, 0.44921875]"
3462,"[0.018518518518518517, 0.1111111111111111, 0.0, 0.05555555555555555, 0.0, 0.8148148148148148]"
1016,"[0.07380952380952381, 0.0880952380952381, 0.06190476190476191, 0.02857142857142857, 0.2357142857142857, 0.5119047619047619]"
1596,"[0.24367816091954023, 0.02528735632183908, 0.19540229885057472, 0.013793103448275862, 0.04597701149425287, 0.47586206896551725]"
3021,"[0.0935412026726058, 0.26057906458797325, 0.0066815144766146995, 0.0, 0.5879732739420935, 0.051224944320712694]"
2141,"[0.030303030303030304, 0.004662004662004662, 0.1655011655011655, 0.1958041958041958, 0.006993006993006993, 0.5967365967365967]"
691,"[0.00975609756097561, 0.15121951219512195, 0.47317073170731705, 0.18536585365853658, 0.0, 0.18048780487804877]"
2775,"[0.5506607929515418, 0.0, 0.4052863436123348, 0.0, 0.0, 0.04405286343612335]"
1685,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
3171,"[0.02564102564102564, 0.1282051282051282, 0.02564102564102564, 0.10256410256410256, 0.0, 0.717948717948718]"
2689,"[0.0019646365422396855, 0.24361493123772102, 0.0, 0.0, 0.0, 0.7544204322200393]"
3244,"[0.0, 0.6923076923076923, 0.0, 0.0, 0.0, 0.3076923076923077]"
2727,"[0.16129032258064516, 0.27956989247311825, 0.13978494623655913, 0.010752688172043012, 0.053763440860215055, 0.3548387096774194]"
215,"[0.14351425942962281, 0.0027598896044158236, 0.5059797608095676, 0.0036798528058877645, 0.010119595216191352, 0.33394664213431463]"
3316,"[0.04072398190045249, 0.18099547511312217, 0.416289592760181, 0.09049773755656108, 0.004524886877828055, 0.2669683257918552]"
1218,"[0.5416666666666666, 0.0, 0.14583333333333334, 0.2916666666666667, 0.0, 0.020833333333333332]"
2092,"[0.058823529411764705, 0.0, 0.0, 0.0, 0.7647058823529411, 0.17647058823529413]"
1075,"[0.20025839793281655, 0.14857881136950904, 0.35917312661498707, 0.0, 0.00904392764857881, 0.28294573643410853]"
2509,"[0.20363636363636364, 0.14909090909090908, 0.06545454545454546, 0.01090909090909091, 0.014545454545454545, 0.5563636363636364]"
2289,"[0.007194244604316547, 0.10071942446043165, 0.01079136690647482, 0.02158273381294964, 0.0, 0.8597122302158273]"
146,"[0.2727272727272727, 0.06060606060606061, 0.06060606060606061, 0.0, 0.0, 0.6060606060606061]"
2858,"[0.07692307692307693, 0.038461538461538464, 0.038461538461538464, 0.0, 0.0, 0.8461538461538461]"
2878,"[0.03333333333333333, 0.48333333333333334, 0.0, 0.016666666666666666, 0.0, 0.4666666666666667]"
2420,"[0.10714285714285714, 0.055900621118012424, 0.5854037267080745, 0.03260869565217391, 0.04192546583850932, 0.17701863354037267]"
1273,"[0.058091286307053944, 0.05394190871369295, 0.14937759336099585, 0.0995850622406639, 0.02074688796680498, 0.6182572614107884]"
1516,"[0.1, 0.1, 0.0, 0.4, 0.0, 0.4]"
2482,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1002,"[0.0, 0.0, 0.6265822784810127, 0.0, 0.006329113924050633, 0.3670886075949367]"
71,"[0.15140845070422534, 0.007042253521126761, 0.0035211267605633804, 0.02112676056338028, 0.3380281690140845, 0.4788732394366197]"
98,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1979,"[0.7267373380447585, 0.008244994110718492, 0.023557126030624265, 0.002355712603062426, 0.020023557126030624, 0.21908127208480566]"
2610,"[0.1262135922330097, 0.1262135922330097, 0.04854368932038835, 0.0, 0.019417475728155338, 0.6796116504854369]"
2108,"[0.021836865767501604, 0.006422607578676943, 0.014450867052023121, 0.03789338471419396, 0.6551059730250481, 0.2642903018625562]"
1264,"[0.26065773447015833, 0.0535931790499391, 0.010962241169305725, 0.012180267965895249, 0.0389768574908648, 0.6236297198538368]"
1680,"[0.02467811158798283, 0.01072961373390558, 0.8347639484978541, 0.011802575107296138, 0.04184549356223176, 0.07618025751072961]"
2752,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
839,"[0.7869565217391304, 0.0026086956521739132, 0.0017391304347826088, 0.0, 0.0, 0.20869565217391303]"
1939,"[0.029850746268656716, 0.000877963125548727, 0.01141352063213345, 0.000877963125548727, 0.006145741878841089, 0.9508340649692713]"
263,"[0.10881226053639846, 0.05440613026819923, 0.12030651340996168, 0.009195402298850575, 0.11877394636015326, 0.5885057471264368]"
730,"[0.1595744680851064, 0.13829787234042554, 0.07446808510638298, 0.19148936170212766, 0.0, 0.43617021276595747]"
1449,"[0.19642857142857142, 0.026785714285714284, 0.21875, 0.08928571428571429, 0.049107142857142856, 0.41964285714285715]"
3188,"[0.021052631578947368, 0.05263157894736842, 0.06315789473684211, 0.06315789473684211, 0.021052631578947368, 0.7789473684210526]"
3607,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
301,"[0.13846153846153847, 0.0, 0.0, 0.0, 0.03076923076923077, 0.8307692307692308]"
3603,"[0.0, 0.05357142857142857, 0.017857142857142856, 0.03571428571428571, 0.017857142857142856, 0.875]"
3137,"[0.7299492385786802, 0.019289340101522844, 0.007106598984771574, 0.01116751269035533, 0.0010152284263959391, 0.23147208121827412]"
2617,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
538,"[0.5268817204301075, 0.03225806451612903, 0.053763440860215055, 0.021505376344086023, 0.053763440860215055, 0.3118279569892473]"
2606,"[0.1524390243902439, 0.054878048780487805, 0.3475609756097561, 0.006097560975609756, 0.12804878048780488, 0.31097560975609756]"
772,"[0.08394160583941605, 0.16058394160583941, 0.0364963503649635, 0.010948905109489052, 0.012773722627737226, 0.6952554744525548]"
3354,"[0.10909090909090909, 0.09090909090909091, 0.01818181818181818, 0.12727272727272726, 0.0, 0.6545454545454545]"
3301,"[0.22026431718061673, 0.06607929515418502, 0.030837004405286344, 0.05726872246696035, 0.02643171806167401, 0.5991189427312775]"
1304,"[0.07333333333333333, 0.03333333333333333, 0.02666666666666667, 0.006666666666666667, 0.02, 0.84]"
1048,"[0.1485148514851485, 0.04950495049504951, 0.009900990099009901, 0.019801980198019802, 0.04950495049504951, 0.7227722772277227]"
2469,"[0.4367816091954023, 0.022988505747126436, 0.3333333333333333, 0.0, 0.0, 0.20689655172413793]"
2246,"[0.07542579075425791, 0.038929440389294405, 0.1411192214111922, 0.024330900243309004, 0.08759124087591241, 0.6326034063260341]"
286,"[0.7150997150997151, 0.017094017094017096, 0.002849002849002849, 0.08831908831908832, 0.0, 0.17663817663817663]"
1272,"[0.021164021164021163, 0.010582010582010581, 0.8042328042328042, 0.0, 0.07407407407407407, 0.08994708994708994]"
3177,"[0.1111111111111111, 0.037037037037037035, 0.4074074074074074, 0.05555555555555555, 0.0, 0.3888888888888889]"
1491,"[0.14722617354196302, 0.10526315789473684, 0.07965860597439545, 0.4957325746799431, 0.03769559032716927, 0.13442389758179232]"
3166,"[0.005681818181818182, 0.045454545454545456, 0.26136363636363635, 0.011363636363636364, 0.5227272727272727, 0.1534090909090909]"
853,"[0.009852216748768473, 0.20689655172413793, 0.5812807881773399, 0.0049261083743842365, 0.019704433497536946, 0.17733990147783252]"
3080,"[0.03822222222222222, 0.10044444444444445, 0.16622222222222222, 0.03111111111111111, 0.042666666666666665, 0.6213333333333333]"
1540,"[0.425531914893617, 0.006382978723404255, 0.08723404255319149, 0.00425531914893617, 0.0, 0.4765957446808511]"
1775,"[0.5462686567164179, 0.014925373134328358, 0.18208955223880596, 0.06567164179104477, 0.0, 0.191044776119403]"
593,"[0.028792134831460675, 0.11306179775280899, 0.06390449438202248, 0.033707865168539325, 0.027387640449438203, 0.7331460674157303]"
2512,"[0.0, 0.0, 0.013513513513513514, 0.0, 0.13513513513513514, 0.8513513513513513]"
2200,"[0.1259259259259259, 0.0, 0.05925925925925926, 0.0, 0.0, 0.8148148148148148]"
2687,"[0.006371191135734072, 0.004155124653739612, 0.9337950138504155, 0.012465373961218837, 0.00443213296398892, 0.038781163434903045]"
